Date,Open,High,Low,Close,Adj Close,Volume
2010-02-11,0.81375,0.869792,0.811146,0.865104,0.862942,1728000
2010-02-12,0.841563,0.876146,0.836667,0.868646,0.866475,4300800
2010-02-16,0.889063,0.904375,0.875104,0.902292,0.900037,4809600
2010-02-17,0.914375,0.917813,0.900625,0.917604,0.915311,9590400
2010-02-18,0.916667,0.940521,0.911146,0.935,0.932663,19430400
2010-02-19,0.928646,0.947188,0.921563,0.935,0.932663,23241600
2010-02-22,0.946042,0.946042,0.917917,0.928438,0.926118,12748800
2010-02-23,0.923333,0.928333,0.879896,0.892188,0.889958,20563200
2010-02-24,0.907917,0.929688,0.903021,0.919167,0.91687,17654400
2010-02-25,0.889792,0.924896,0.871979,0.918646,0.91635,22809600
2010-02-26,0.915938,0.933958,0.906875,0.930104,0.92778,14400000
2010-03-01,0.941875,0.973958,0.941875,0.97,0.967576,7113600
2010-03-02,0.978542,0.996875,0.973229,0.975833,0.973394,12105600
2010-03-03,0.986771,0.995313,0.971771,0.98125,0.978798,11990400
2010-03-04,0.984688,0.993438,0.969375,0.992083,0.989604,7363200
2010-03-05,1.013229,1.040521,1.007813,1.035938,1.033349,6720000
2010-03-08,1.036875,1.048958,1.036875,1.041458,1.038855,6336000
2010-03-09,1.035729,1.076146,1.034896,1.059896,1.057247,11606400
2010-03-10,1.061354,1.092292,1.060625,1.085833,1.083119,10022400
2010-03-11,1.079271,1.097396,1.072083,1.095833,1.093094,13478400
2010-03-12,1.107917,1.107917,1.085729,1.098333,1.095588,9033600
2010-03-15,1.091042,1.098438,1.067708,1.090938,1.088212,10598400
2010-03-16,1.101667,1.114688,1.090208,1.111563,1.108785,11644800
2010-03-17,1.114688,1.135104,1.11,1.119271,1.116474,9955200
2010-03-18,1.123125,1.134167,1.115729,1.130625,1.1278,13046400
2010-03-19,1.110625,1.143021,1.09875,1.110625,1.107849,10012800
2010-03-22,1.097604,1.153958,1.093438,1.140625,1.137774,14697600
2010-03-23,1.148438,1.166979,1.130625,1.164479,1.161569,13833600
2010-03-24,1.15625,1.15875,1.140625,1.147917,1.145048,22310400
2010-03-25,1.175938,1.188229,1.139792,1.140729,1.137878,23481600
2010-03-26,1.156979,1.168646,1.128646,1.146667,1.143801,21072000
2010-03-29,1.163958,1.174271,1.153854,1.162396,1.159491,9513600
2010-03-30,1.171979,1.184688,1.150729,1.174583,1.171648,9974400
2010-03-31,1.161458,1.177083,1.150729,1.15875,1.155854,14889600
2010-04-01,1.171667,1.194063,1.130521,1.156458,1.153568,29155200
2010-04-05,1.164896,1.196875,1.15625,1.189896,1.186922,16896000
2010-04-06,1.180833,1.209792,1.173333,1.198958,1.195962,14678400
2010-04-07,1.194896,1.207917,1.171354,1.192188,1.189209,26563200
2010-04-08,1.180104,1.203438,1.162083,1.196458,1.193468,17414400
2010-04-09,1.200417,1.220938,1.191146,1.218021,1.214977,14524800
2010-04-12,1.222188,1.232292,1.214167,1.222917,1.219861,12201600
2010-04-13,1.218958,1.243333,1.207917,1.241354,1.238252,16809600
2010-04-14,1.259063,1.286146,1.256458,1.285104,1.281893,15273600
2010-04-15,1.28375,1.307083,1.282604,1.302292,1.299037,11443200
2010-04-16,1.288542,1.301146,1.231771,1.255938,1.252799,32371200
2010-04-19,1.244167,1.265417,1.208333,1.253958,1.250824,28185600
2010-04-20,1.273438,1.28125,1.249583,1.2725,1.26932,14025600
2010-04-21,1.298333,1.305938,1.270833,1.294896,1.29166,20995200
2010-04-22,1.257083,1.318438,1.235625,1.314063,1.310779,30710400
2010-04-23,1.315313,1.335625,1.299792,1.331458,1.328131,20592000
2010-04-26,1.332396,1.342396,1.315104,1.321563,1.31826,20131200
2010-04-27,1.30875,1.322708,1.229167,1.24,1.236901,33436800
2010-04-28,1.259063,1.260313,1.212813,1.242917,1.239811,31267200
2010-04-29,1.260208,1.312604,1.260104,1.306354,1.303089,21187200
2010-04-30,1.304375,1.310521,1.226146,1.229375,1.226303,22128000
2010-05-03,1.24375,1.298125,1.243438,1.279583,1.276385,13152000
2010-05-04,1.231146,1.23125,1.138646,1.166458,1.163543,34310400
2010-05-05,1.129896,1.167813,1.108333,1.147292,1.144425,34627200
2010-05-06,1.123646,1.156042,0.708333,1.034896,1.03231,54451200
2010-05-07,1.0075,1.045104,0.892813,0.959583,0.957185,62064000
2010-05-10,1.080729,1.105938,1.074792,1.102708,1.099952,47318400
2010-05-11,1.071563,1.145833,1.065313,1.101979,1.099225,36758400
2010-05-12,1.117083,1.16375,1.112917,1.161354,1.158452,27139200
2010-05-13,1.150208,1.174375,1.101875,1.108854,1.106083,26390400
2010-05-14,1.081667,1.083125,1.005208,1.040625,1.038024,38544000
2010-05-17,1.050729,1.066354,0.9875,1.054688,1.052052,34214400
2010-05-18,1.080417,1.086458,0.995833,1.014375,1.01184,47654400
2010-05-19,0.996875,1.020833,0.952396,0.987604,0.985136,59443200
2010-05-20,0.927813,0.934479,0.869271,0.887708,0.88549,68246400
2010-05-21,0.833646,0.922188,0.824792,0.894583,0.892347,58579200
2010-05-24,0.899479,0.932813,0.891563,0.901979,0.899725,38755200
2010-05-25,0.835,0.898438,0.808333,0.895625,0.893387,43161600
2010-05-26,0.909479,0.946875,0.86125,0.867917,0.865748,52080000
2010-05-27,0.925729,0.964271,0.918229,0.961875,0.959471,43305600
2010-05-28,0.968229,0.970938,0.921875,0.948438,0.946068,41673600
2010-06-01,0.938438,0.986875,0.916667,0.922188,0.919883,50678400
2010-06-02,0.9375,0.987083,0.9175,0.987083,0.984616,28358400
2010-06-03,0.994375,1.018333,0.975625,1.012708,1.010177,28713600
2010-06-04,0.949167,0.986979,0.899375,0.912708,0.910427,61488000
2010-06-07,0.921563,0.931667,0.858333,0.859792,0.857643,42182400
2010-06-08,0.865938,0.871667,0.820938,0.855,0.852863,66480000
2010-06-09,0.872292,0.896771,0.826563,0.836146,0.834056,57360000
2010-06-10,0.865313,0.907292,0.858229,0.905521,0.903258,38880000
2010-06-11,0.877396,0.932813,0.877396,0.929167,0.926845,31334400
2010-06-14,0.956771,0.975104,0.925938,0.929688,0.927365,56851200
2010-06-15,0.945104,1.008438,0.942292,0.997604,0.995111,50025600
2010-06-16,0.996771,1.03125,0.991875,1.017708,1.015165,39590400
2010-06-17,1.033646,1.035208,1.001458,1.027917,1.025348,40761600
2010-06-18,1.033229,1.051458,1.020417,1.030729,1.028153,34896000
2010-06-21,1.068333,1.072917,0.986667,1.003646,1.001138,54979200
2010-06-22,1.015208,1.037292,0.974792,0.979896,0.977447,44899200
2010-06-23,0.983542,0.993646,0.944792,0.966771,0.964355,56179200
2010-06-24,0.955208,0.963542,0.914583,0.919896,0.917597,59856000
2010-06-25,0.931875,0.942292,0.899688,0.919271,0.916974,44390400
2010-06-28,0.92,0.93375,0.89125,0.911042,0.908765,41040000
2010-06-29,0.868229,0.869792,0.785417,0.809375,0.807352,109555200
2010-06-30,0.797292,0.820104,0.763021,0.769375,0.767452,45916800
2010-07-01,0.773646,0.780104,0.717292,0.761875,0.759971,63081600
2010-07-02,0.763854,0.772708,0.734375,0.757708,0.755814,36844800
2010-07-06,0.786667,0.801146,0.7425,0.761667,0.759764,39139200
2010-07-07,0.768229,0.835938,0.766354,0.833646,0.831563,40195200
2010-07-08,0.853646,0.856979,0.818333,0.847708,0.845589,51840000
2010-07-09,0.845521,0.875,0.841042,0.871458,0.86928,35664000
2010-07-12,0.868229,0.894479,0.862917,0.881354,0.879151,24729600
2010-07-13,0.901979,0.923125,0.8825,0.911458,0.90918,43536000
2010-07-14,0.919271,0.941563,0.907396,0.926042,0.923728,27379200
