1.166667	1.1675	1.130625	1.158438	1.155543	1.130625	1.1675	3.26%	2010-10-07	19737600
1.160521	1.190208	1.136875	1.181771	1.178818	1.136875	1.190208	4.69%	2010-10-08	17136000
1.185104	1.200625	1.173438	1.184167	1.181208	1.173438	1.200625	2.32%	2010-10-11	9532800
1.176354	1.215104	1.148646	1.20875	1.205729	1.148646	1.215104	5.79%	2010-10-12	24432000
1.231042	1.253229	1.220625	1.238125	1.235031	1.220625	1.253229	2.67%	2010-10-13	24211200
1.239583	1.246771	1.212396	1.23125	1.228173	1.212396	1.246771	2.84%	2010-10-14	19939200
1.275313	1.309792	1.246875	1.309792	1.306519	1.246875	1.309792	5.05%	2010-10-15	29894400
1.311875	1.323229	1.295729	1.309792	1.306519	1.295729	1.323229	2.12%	2010-10-18	21744000
1.257917	1.287917	1.227396	1.257708	1.254565	1.227396	1.287917	4.93%	2010-10-19	31824000
1.27	1.312188	1.262083	1.283854	1.280645	1.262083	1.312188	3.97%	2010-10-20	23366400
1.309792	1.323958	1.255313	1.292813	1.289582	1.255313	1.323958	5.47%	2010-10-21	27427200
1.294375	1.320938	1.287604	1.318021	1.314727	1.287604	1.320938	2.59%	2010-10-22	14678400
1.333854	1.360729	1.333854	1.338021	1.334677	1.333854	1.360729	2.01%	2010-10-25	19296000
1.316979	1.355417	1.301563	1.346042	1.342678	1.301563	1.355417	4.14%	2010-10-26	18710400
1.328854	1.363333	1.321563	1.359896	1.356498	1.321563	1.363333	3.16%	2010-10-27	28214400
1.37875	1.379479	1.335313	1.367708	1.36429	1.335313	1.379479	3.31%	2010-10-28	26947200
1.367396	1.383229	1.359375	1.361146	1.357744	1.357744	1.383229	1.88%	2010-10-29	20188800
1.375	1.402813	1.344792	1.364271	1.360862	1.344792	1.402813	4.31%	2010-11-01	21302400
1.397083	1.416979	1.390625	1.405625	1.402112	1.390625	1.416979	1.90%	2010-11-02	17030400
1.412708	1.426354	1.374063	1.425938	1.422374	1.374063	1.426354	3.81%	2010-11-03	28790400
1.475625	1.493958	1.465313	1.476458	1.472768	1.465313	1.493958	1.95%	2010-11-04	27964800
1.48	1.487083	1.465625	1.478229	1.474535	1.465625	1.487083	1.46%	2010-11-05	28492800
1.470729	1.489583	1.460104	1.481979	1.478276	1.460104	1.489583	2.02%	2010-11-08	25862400
1.503021	1.508229	1.439896	1.458021	1.454378	1.439896	1.508229	4.75%	2010-11-09	30470400
1.465729	1.485521	1.431354	1.480313	1.476614	1.431354	1.485521	3.78%	2010-11-10	22992000
1.411458	1.460521	1.394375	1.455417	1.45178	1.394375	1.460521	4.74%	2010-11-11	30460800
1.431354	1.448333	1.349688	1.381354	1.377902	1.349688	1.448333	7.31%	2010-11-12	54566400
